Question,Document ID,Course
Is BigQuery exclusive to GCP?,d061525d,data-engineering-zoomcamp
What are the payment options for cloud services during the course?,1cd01b2c,data-engineering-zoomcamp
Is there a way to use GCP without incurring costs?,1cd01b2c,data-engineering-zoomcamp
Do I need to budget for cloud services for this course?,1cd01b2c,data-engineering-zoomcamp
Can I use Google Cloud Platform for free in this course?,1cd01b2c,data-engineering-zoomcamp
Are cloud service fees something I should be concerned about?,1cd01b2c,data-engineering-zoomcamp
Are there guidelines for setting up a home lab?,e4a7c3b0,data-engineering-zoomcamp
Can I complete the course without using the cloud?,e4a7c3b0,data-engineering-zoomcamp
Is there a local alternative for everything in the course?,e4a7c3b0,data-engineering-zoomcamp
Do I need GCP to run BigQuery only?,e4a7c3b0,data-engineering-zoomcamp
Can the entire course be done locally?,e4a7c3b0,data-engineering-zoomcamp
Can I use AWS for this course instead of GCP?,7cd1912e,data-engineering-zoomcamp
What should I adapt if I use AWS for the course?,7cd1912e,data-engineering-zoomcamp
Will my capstone project be graded if I use AWS?,7cd1912e,data-engineering-zoomcamp
What kind of help can I expect if I decide to use AWS?,7cd1912e,data-engineering-zoomcamp
Where can I find information on using tools other than the ones specified?,7cd1912e,data-engineering-zoomcamp
What are 'Office Hour' live zoom calls?,52393fb3,data-engineering-zoomcamp
Will there be additional live calls during the Capstone period?,52393fb3,data-engineering-zoomcamp
How will we be informed about additional calls?,52393fb3,data-engineering-zoomcamp
Are Capstone period calls announced in advance?,52393fb3,data-engineering-zoomcamp
Do Capstone calls help clear questions?,52393fb3,data-engineering-zoomcamp
questions,10515af5,data-engineering-zoomcamp
Has the 2022 repository been removed?,cdb86a97,data-engineering-zoomcamp
Where did the 2022 material go?,cdb86a97,data-engineering-zoomcamp
Is the 2022 content still available?,cdb86a97,data-engineering-zoomcamp
Did you delete the 2022 repository?,cdb86a97,data-engineering-zoomcamp
Where can I find the 2022 resources now?,cdb86a97,data-engineering-zoomcamp
Can I choose any tool for my final project?,3e0114ad,data-engineering-zoomcamp
Is it acceptable to use Airflow for the final project?,3e0114ad,data-engineering-zoomcamp
Are there any restrictions on tools for the project?,3e0114ad,data-engineering-zoomcamp
May I use alternatives to the recommended tools for my project?,3e0114ad,data-engineering-zoomcamp
Can I substitute Airflow for the suggested tools in the final project?,3e0114ad,data-engineering-zoomcamp
Can I use Airflow instead of Mage for this course?,b2799574,data-engineering-zoomcamp
Is it okay to use AWS products instead of GCP tools?,b2799574,data-engineering-zoomcamp
Can I substitute Tableau for Metabase in this course?,b2799574,data-engineering-zoomcamp
What alternatives are allowed for the local installation?,b2799574,data-engineering-zoomcamp
Will the course instructors support me if I choose a different tech stack?,b2799574,data-engineering-zoomcamp
What should we do to contribute to the course?,2f19301f,data-engineering-zoomcamp
How can we share the course with friends?,2f19301f,data-engineering-zoomcamp
What action should we take on the repo for contributing?,2f19301f,data-engineering-zoomcamp
Can we create a PR to improve the course material?,2f19301f,data-engineering-zoomcamp
What is the best way to support the course if we find it useful?,2f19301f,data-engineering-zoomcamp
Does the course work well with Linux?,7c700adb,data-engineering-zoomcamp
Can I use Windows for this course?,7c700adb,data-engineering-zoomcamp
Is macOS compatible with the course material?,7c700adb,data-engineering-zoomcamp
Have students used different operating systems in the past?,7c700adb,data-engineering-zoomcamp
Which operating system is considered ideal for this course?,7c700adb,data-engineering-zoomcamp
Is it necessary to set up the WSL environment from the beginning for Windows users?,44b14808,data-engineering-zoomcamp
Why might Windows users not be able to continue later modules without WSL?,44b14808,data-engineering-zoomcamp
Are there any alternative solutions for running shell scripts on Windows if I don't use WSL?,44b14808,data-engineering-zoomcamp
What challenges could Windows users face in the module-05 & RisingWave workshop?,44b14808,data-engineering-zoomcamp
Has there been any discussion or solutions provided in old Slack messages regarding shell scripts on Windows?,44b14808,data-engineering-zoomcamp
Are there any extra resources or books you suggest for the course?,76e4baf6,data-engineering-zoomcamp
Can you recommend any additional books for this course?,76e4baf6,data-engineering-zoomcamp
Do you have any suggestions for further reading materials?,76e4baf6,data-engineering-zoomcamp
Is there a list of recommended resources for the course?,76e4baf6,data-engineering-zoomcamp
Where can I find extra learning materials for this course?,76e4baf6,data-engineering-zoomcamp
What are Project Attempt #1 and Project Attempt #2?,48b533a8,data-engineering-zoomcamp
Can I resubmit my project if I fail the first attempt?,48b533a8,data-engineering-zoomcamp
What happens if I miss the first project deadline?,48b533a8,data-engineering-zoomcamp
How many chances do I get to submit my project?,48b533a8,data-engineering-zoomcamp
Is there a second deadline for project submission?,48b533a8,data-engineering-zoomcamp
What is the first step to troubleshoot an issue on my own?,954044d1,data-engineering-zoomcamp
How can I find specific information in documentation or online resources when I encounter an error?,954044d1,data-engineering-zoomcamp
What should my Slack question include if I need further assistance after trying to solve an issue?,954044d1,data-engineering-zoomcamp
Why should I avoid using screenshots when asking questions about errors?,954044d1,data-engineering-zoomcamp
What should I do if I can't resolve a technical issue immediately after taking a break?,954044d1,data-engineering-zoomcamp
When should I ask a question if the troubleshooting guide does not help?,a820b9b3,data-engineering-zoomcamp
What details should I include about my OS when asking a question?,a820b9b3,data-engineering-zoomcamp
Which information about the command I ran should be provided when asking a question?,a820b9b3,data-engineering-zoomcamp
Why is it important to mention what I have already tried?,a820b9b3,data-engineering-zoomcamp
What should I check if my error log has a line number for the 'offending' code?,a820b9b3,data-engineering-zoomcamp
How do I initially set up Git / GitHub for this course?,f2945cd2,data-engineering-zoomcamp
Where can I find a tutorial for setting up my own Git repository for notes?,f2945cd2,data-engineering-zoomcamp
What types of files should I avoid saving in a Git repository?,f2945cd2,data-engineering-zoomcamp
"What should I never store in a Git repository, even if it's private?",f2945cd2,data-engineering-zoomcamp
What's a good resource for common Git issues?,f2945cd2,data-engineering-zoomcamp
What can I do about the 'missing separator' error in VS Code?,eb9d376f,data-engineering-zoomcamp
How should I format the tabs in a Makefile to avoid errors?,eb9d376f,data-engineering-zoomcamp
Why does my Makefile show '*** missing separator. Stop.'?,eb9d376f,data-engineering-zoomcamp
What's the solution for missing separator error in a Makefile?,eb9d376f,data-engineering-zoomcamp
How do I fix tab-related issues in VS Code when working with Makefiles?,eb9d376f,data-engineering-zoomcamp
How can I open HTML files with a Windows browser from Linux on WSL?,72f25f6d,data-engineering-zoomcamp
What command do I use to open a page with wslview?,72f25f6d,data-engineering-zoomcamp
How can I customize which browser wslview uses?,72f25f6d,data-engineering-zoomcamp
What environment variable do I set to change the browser used by wslview?,72f25f6d,data-engineering-zoomcamp
Which WSL version allows opening HTML files with Windows browsers?,72f25f6d,data-engineering-zoomcamp
How do I set up Chrome Remote Desktop on a Compute Engine Debian Linux VM?,a1e59afc,data-engineering-zoomcamp
What is the purpose of using Chrome Remote Desktop on a Debian Linux VM in Compute Engine?,a1e59afc,data-engineering-zoomcamp
What should I do if I encounter an ERROR 403: Forbidden while downloading 2021 Yellow Taxi data from the TLC website?,a1e59afc,data-engineering-zoomcamp
Where can I find the backup of the 2021 Yellow Taxi Trip Records if the original link doesn't work?,a1e59afc,data-engineering-zoomcamp
How should I unzip the downloaded 'yellow_tripdata_2021-01.csv.gz' file?,a1e59afc,data-engineering-zoomcamp
How do I correctly store taxi data files now that they are available as *.csv.gz?,71c10610,data-engineering-zoomcamp
Why won't the data file store correctly if the file extension is csv.gz instead of csv?,71c10610,data-engineering-zoomcamp
What is one alternative to replacing csv_name = 'output.csv' in the video?,71c10610,data-engineering-zoomcamp
How can I parse the file name from the URL for yellow taxi data?,71c10610,data-engineering-zoomcamp
Can the pandas read_csv function read csv.gz files directly without issues?,71c10610,data-engineering-zoomcamp
Where can I find the data dictionary for Yellow Taxi trips?,17a5aea1,data-engineering-zoomcamp
Where is the data dictionary for Green Taxi trips?,17a5aea1,data-engineering-zoomcamp
Can you provide the URL for the Yellow Taxi trip data dictionary?,17a5aea1,data-engineering-zoomcamp
What is the link to the Green Taxi trip data dictionary?,17a5aea1,data-engineering-zoomcamp
Where do I find information about NY Yellow Trip records?,17a5aea1,data-engineering-zoomcamp
How do I unzip a downloaded parquet file in the command line as shown in Module 1?,5a275db7,data-engineering-zoomcamp
What is the command line instruction to unzip the green_tripdata_2019-09.csv.gz file?,5a275db7,data-engineering-zoomcamp
"Can I import unzipped csv files using pandas, and if so, how?",5a275db7,data-engineering-zoomcamp
How do I modify ingest_data.py to work directly with parquet files?,5a275db7,data-engineering-zoomcamp
What is the correct way to convert a downloaded .parquet file to a .csv file in a Python script?,5a275db7,data-engineering-zoomcamp
questions,7ec0f9b0,data-engineering-zoomcamp
How can I resolve wget certificate verification error in MacOS while using a Jupyter Notebook or CLI?,bb1ba786,data-engineering-zoomcamp
What should I add before wget if I'm running a command in a Jupyter Notebook?,bb1ba786,data-engineering-zoomcamp
How can I use the Python library wget installed with pip to verify a website certificate?,bb1ba786,data-engineering-zoomcamp
What is the command to use wget without checking the certificate?,bb1ba786,data-engineering-zoomcamp
What are the two methods to resolve wget certificate issues in the CLI environment?,bb1ba786,data-engineering-zoomcamp
How do I use the backslash as an escape character in Git Bash for Windows?,2f83dbe7,data-engineering-zoomcamp
What should I type in the terminal to set the backslash as an escape character in Git Bash for Windows?,2f83dbe7,data-engineering-zoomcamp
What command allows the backslash to act as an escape character in Git Bash for Windows?,2f83dbe7,data-engineering-zoomcamp
"In Git Bash for Windows, how can I configure the backslash to be an escape character?",2f83dbe7,data-engineering-zoomcamp
Is it necessary to include the backslash as an escape character in .bashrc for Git Bash on Windows?,2f83dbe7,data-engineering-zoomcamp
How do I store secrets in GitHub Codespaces?,543ff080,data-engineering-zoomcamp
Where can I find instructions on managing Codespaces secrets?,543ff080,data-engineering-zoomcamp
What document provides information on handling GitHub Codespaces secrets?,543ff080,data-engineering-zoomcamp
How are account-specific secrets managed for GitHub Codespaces?,543ff080,data-engineering-zoomcamp
Is there a guide for storing secrets in GitHub Codespaces?,543ff080,data-engineering-zoomcamp
How can I connect to the Docker daemon if I see an error with unix:///var/run/docker.sock?,d407d65b,data-engineering-zoomcamp
What should I check if I cannot start the Docker daemon?,d407d65b,data-engineering-zoomcamp
Is there a PowerShell command necessary for updating any settings related to Docker?,d407d65b,data-engineering-zoomcamp
What can ensure the Docker daemon is running when seeing connection issues?,d407d65b,data-engineering-zoomcamp
How do I update the WSL in PowerShell for Docker to work properly?,d407d65b,data-engineering-zoomcamp
What should Windows 10 Pro users do to enable Docker's Hyper-V backend?,c9375c56,data-engineering-zoomcamp
Can Windows 10 Home users enable Hyper-V for Docker?,c9375c56,data-engineering-zoomcamp
Where can Windows 10 Pro users find a tutorial to enable Hyper-V?,c9375c56,data-engineering-zoomcamp
What must Windows 10 Home users use to run Docker if Hyper-V is unavailable?,c9375c56,data-engineering-zoomcamp
What should you do if you encounter WslRegisterDistribution error 0x800701bc while installing WSL2?,c9375c56,data-engineering-zoomcamp
What happens when you perform a 'docker pull' command in Docker?,e866156b,data-engineering-zoomcamp
Do I need to perform a docker login to fetch Docker images for this course?,e866156b,data-engineering-zoomcamp
What should I do if I get a 'requested access to the resource is denied' message after running 'docker pull'?,e866156b,data-engineering-zoomcamp
Why do I encounter a 'permission denied' error when creating a PostgreSQL Docker container with a mounted volume on macOS M1?,e866156b,data-engineering-zoomcamp
How can I solve the 'permission denied' error when trying to create a PostgreSQL Docker container on macOS M1?,e866156b,data-engineering-zoomcamp
What should I do if I can't delete a local folder mounted to a Docker volume?,16370470,data-engineering-zoomcamp
How can I delete a folder created by a PostgreSQL Docker container?,16370470,data-engineering-zoomcamp
Why can't I simply drag a Docker-created folder to trash?,16370470,data-engineering-zoomcamp
What does the command 'sudo rm -r -f docker_test/' do?,16370470,data-engineering-zoomcamp
What does '-r' and '-f' specify when using the 'rm' command in Unix?,16370470,data-engineering-zoomcamp
How can I resolve Docker being stuck on settings or not starting on Windows 10 / 11?,316df755,data-engineering-zoomcamp
What should I do if Docker is stuck on starting on my Windows computer?,316df755,data-engineering-zoomcamp
Can Docker run using Hyper-V on the Pro Edition of Windows 10 / 11?,316df755,data-engineering-zoomcamp
How do I switch Docker containers from Windows to Linux or vice versa?,316df755,data-engineering-zoomcamp
What should I do if the Docker menu's upgrade option doesn't work?,316df755,data-engineering-zoomcamp
"Where should I run Docker commands, from the Windows file system or WSL file system?",f3aa9252,data-engineering-zoomcamp
Can I run Docker on Windows 10 Home Edition?,f3aa9252,data-engineering-zoomcamp
What should I do if Docker stays stuck after setting up WSL2 or Hyper-V?,f3aa9252,data-engineering-zoomcamp
Is following a tutorial necessary to make Docker work on Windows Home Edition?,f3aa9252,data-engineering-zoomcamp
What are the troubleshooting steps if Docker doesn't work after setup?,f3aa9252,data-engineering-zoomcamp
Why should I store all code in my default Linux distro for Docker?,a4abe7a5,data-engineering-zoomcamp
What backend does Docker use by default on Windows 10 Home and Windows 11 Home?,a4abe7a5,data-engineering-zoomcamp
Where can I find more information on best practices for Docker?,a4abe7a5,data-engineering-zoomcamp
What is the benefit of storing code in the default Linux distro when using Docker?,a4abe7a5,data-engineering-zoomcamp
For which Windows versions is Docker running on the WSL2 backend by default?,a4abe7a5,data-engineering-zoomcamp
What should I do if my Docker run command gives an error that the input device is not a TTY?,fb930700,data-engineering-zoomcamp
How can I fix the issue with Docker on Windows when using mintty?,fb930700,data-engineering-zoomcamp
Is there a way to always include winpty in my Docker commands?,fb930700,data-engineering-zoomcamp
What is the solution for Docker's TTY error on Windows?,fb930700,data-engineering-zoomcamp
How can I create an alias to use winpty with Docker commands?,fb930700,data-engineering-zoomcamp
How can I fix the issue where I cannot pip install on a Docker container in Windows?,aa187680,data-engineering-zoomcamp
What error message might I see if pip install fails in a Docker container on Windows?,aa187680,data-engineering-zoomcamp
What is a possible command to resolve pip install issues on Docker for Windows?,aa187680,data-engineering-zoomcamp
What does the error 'Temporary failure in name resolution' indicate in a Docker container?,aa187680,data-engineering-zoomcamp
Why might docker run with --dns=8.8.8.8 help with pip install issues?,aa187680,data-engineering-zoomcamp
Why is the ny_taxi_postgres_data folder empty even after running the Docker script?,b000e899,data-engineering-zoomcamp
What should I do if the ny_taxi_postgres_data folder remains empty in VS Code on Windows?,b000e899,data-engineering-zoomcamp
How can I make sure files are visible in the VS Code ny_taxi folder for the Docker setup?,b000e899,data-engineering-zoomcamp
Which command should I use to ensure the ny_taxi_postgres_data folder is populated in Windows?,b000e899,data-engineering-zoomcamp
How do I set the absolute path in the -v parameter for Docker on Windows to solve folder visibility issues?,b000e899,data-engineering-zoomcamp
question1,9c66759f,data-engineering-zoomcamp
question2,9c66759f,data-engineering-zoomcamp
question3,9c66759f,data-engineering-zoomcamp
question4,9c66759f,data-engineering-zoomcamp
question5,9c66759f,data-engineering-zoomcamp
How can I resolve the error of changing permissions for /var/lib/postgresql/data when using Docker?,e3106e07,data-engineering-zoomcamp
What is an alternative way to map a local directory to the PostgreSQL data directory in Docker?,e3106e07,data-engineering-zoomcamp
How do I verify if the Docker volume dtc_postgres_volume_local has been created?,e3106e07,data-engineering-zoomcamp
"What does the error 'directory ""/var/lib/postgresql/data"" exists but is not empty' mean and how can I resolve it?",e3106e07,data-engineering-zoomcamp
What specific environment variables need to be set when running PostgreSQL in Docker?,e3106e07,data-engineering-zoomcamp
What should I do if the way volume mapping is done in the course video doesn't work for me on Windows?,72229da5,data-engineering-zoomcamp
How can I adjust the volume mapping command on Windows if it automatically creates a folder called 'ny_taxi_postgres_data;C'?,72229da5,data-engineering-zoomcamp
What are some alternatives to the '-v' option for mounting volumes with Docker on Windows?,72229da5,data-engineering-zoomcamp
Is there a specific way to place quotes when using the '$(pwd)' command for volume mapping on Windows?,72229da5,data-engineering-zoomcamp
What command should I use on a Mac for Docker volume mapping?,72229da5,data-engineering-zoomcamp
